timestamp,vibration,rpm,object_temperature_c,room_temperature_c,distance_cm,belt_height_from_ground_cm,vibration_condition,rpm_condition,object_temperature_condition,room_temperature_condition,distance_condition,overall_status,alerts
216274,9.6586,77874.13,,32.13,2.0,12.0,NORMAL,NORMAL,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,OBJECT_TEMPERATURE=SENSOR_FAILURE
216989,2.9725,77874.13,32.27,32.13,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
217704,8.2242,109216.22,32.17,32.13,2.66,11.34,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
218419,9.6586,109216.22,32.21,32.11,2.31,11.69,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
219134,14.0948,79594.41,,32.13,1.69,12.31,WARNING_1,NORMAL,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,VIBRATION=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE
219876,2.5086,79594.41,,32.11,,,NORMAL,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,SENSOR_FAILURE,OBJECT_TEMPERATURE=SENSOR_FAILURE | DISTANCE=SENSOR_FAILURE
220591,2.8885,117735.07,32.17,32.15,2.97,11.03,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
221306,9.657,117735.07,32.17,32.13,4.26,9.74,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
222047,9.6586,91030.22,32.13,32.15,3.93,10.07,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
222813,2.8813,91030.22,32.11,32.11,17.22,-3.22,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
223528,3.0155,104807.56,32.21,32.15,2.0,12.0,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
224243,10.4775,104807.56,32.13,32.13,2.0,12.0,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
224979,9.6446,79807.03,32.11,32.11,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
225694,9.6586,79807.03,32.09,32.11,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
226409,10.4839,101622.38,32.13,32.15,2.31,11.69,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
227124,9.6586,101622.38,32.19,32.11,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
227839,9.6586,73258.74,32.19,32.13,2.31,11.69,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
228554,9.6579,73258.74,32.21,32.11,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
229269,10.4768,107160.84,32.19,32.13,2.33,11.67,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
229984,9.6586,107160.84,32.27,32.11,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
230699,2.5113,101622.38,32.31,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
231414,2.4865,101622.38,32.25,32.11,2.66,11.34,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
232129,9.6586,122643.36,32.25,32.11,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
232844,9.6586,122643.36,32.25,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
233603,15.9786,110678.43,32.17,32.11,1.69,12.31,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
234318,8.2399,110678.43,,32.15,2.0,12.0,NORMAL,WARNING_1,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE
235035,9.6437,138058.66,32.25,32.15,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
235750,9.6485,138058.66,32.25,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
236465,9.6586,95034.97,32.27,32.19,2.31,11.69,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
237180,9.6369,95034.97,32.17,32.11,2.31,11.69,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
237895,9.6586,102797.2,32.17,32.15,4.9,9.1,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
